user input,assistant response
"I am suffering from shortness of breath, depressive or psychotic symptoms, insomnia, abnormal involuntary movements, palpitations, breathing fast.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from shortness of breath, depressive or psychotic symptoms, dizziness, abnormal involuntary movements, chest tightness, palpitations, irregular heartbeat, breathing fast.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from anxiety and nervousness, shortness of breath, insomnia, irregular heartbeat, breathing fast.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from anxiety and nervousness, dizziness, abnormal involuntary movements, chest tightness.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from anxiety and nervousness, depression, depressive or psychotic symptoms, dizziness, insomnia, abnormal involuntary movements, breathing fast.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from shortness of breath, depressive or psychotic symptoms, dizziness, palpitations, irregular heartbeat, breathing fast.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from depression, depressive or psychotic symptoms, abnormal involuntary movements, chest tightness, irregular heartbeat.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from depression, depressive or psychotic symptoms, dizziness, palpitations, irregular heartbeat.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from shortness of breath, insomnia, abnormal involuntary movements, palpitations, irregular heartbeat, breathing fast.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from shortness of breath, depressive or psychotic symptoms, chest tightness, palpitations, irregular heartbeat, breathing fast.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from depression, depressive or psychotic symptoms, dizziness, abnormal involuntary movements, irregular heartbeat.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from anxiety and nervousness, shortness of breath, depressive or psychotic symptoms, dizziness, insomnia, abnormal involuntary movements, breathing fast.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from anxiety and nervousness, depression, dizziness, chest tightness.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from anxiety and nervousness, depression, depressive or psychotic symptoms, dizziness, chest tightness.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from depressive or psychotic symptoms, insomnia, abnormal involuntary movements, palpitations, breathing fast.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from shortness of breath, insomnia, chest tightness, palpitations, irregular heartbeat, breathing fast.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from anxiety and nervousness, shortness of breath, insomnia, breathing fast.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from depression, depressive or psychotic symptoms, insomnia, breathing fast.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from anxiety and nervousness, shortness of breath, depressive or psychotic symptoms, insomnia, abnormal involuntary movements, chest tightness, irregular heartbeat, breathing fast.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from depressive or psychotic symptoms, chest tightness, breathing fast.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from anxiety and nervousness, depression, depressive or psychotic symptoms, dizziness, insomnia, palpitations, breathing fast.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from shortness of breath, depressive or psychotic symptoms, abnormal involuntary movements, irregular heartbeat, breathing fast.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from shortness of breath, depressive or psychotic symptoms, dizziness, insomnia, palpitations, irregular heartbeat, breathing fast.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
